Longitude,Latitude,Site Name,Trinomial,Assay No.,Provenience (if known),Feature Type (if any),Material,Taxa dated,Status ,Human,Age,Error,Corrected/Raw,Normalized 14C age,Normalized age error,Delta 13C,Delta 13C source,Raw/Measured Age,� Raw/Measured Age,AMS or Radiometric,Comments,Reference,pdf,Easting,Northing,UTM,Datum,Zone,Region,northing, easting, zone,,
-97.69,30.63,Siren Site,41WM1126,Beta-250573,Feature 37,,Unidentified Charred Material,,1A,No,2260,40,Corrected,2260,40,-25.4,measured,2270,40,AMS,,"Carpenter and Houk, 2012; ""Siren Site Chronology: A Reconsideration of the Late Archaic to Late Prehistoric Temporal Sequence of Eastern Central Texas."" Bulletin of the Texas Archeological Society, Vol. 83/2012.",Carpenter 2012.pdf ,625450,3388846,14,NAD 83,Inland,CTx,3388846,625450,14,,
-96.1,29.68,Ernest Witte Site,41AU36,D-AMS 030210,"Burial 183, Group 2", ,Bone Collagen,Homo sp,1B,Yes,2261,30,Corrected,2261,30,0, ,0,0,AMS, ,Mauldin Database, ,780277,3286853,14,NAD 83,Riverine,TCP,3286853,780277,14,,
-98.35,29.71,Hitzfelder Cave,41BX26,D-AMS-1206-105,,,bone collagen,,1B,Yes,2261,36,Corrected,2261,36,-16.8,,2260,,,,,,562545,3287282,14,NAD 83,Inland,CTx,3287282,562545,14,,
-94.75,29.82, ,41CH16,Beta-73043/CAMS-13819, , ,Charcoal, ,1A,No,2270,60,Corrected,2270,60,-26.4,Measured,0,0,AMS, ,"Kelly Pertulla database, CARD.  Kibler 1999", ,331348,3300657,15,NAD 83,Coastal,TCP,3300657,331348,15,,
-97.93,29.89,Spring Lake site,41HY160,UCIAMS-87925,"Unit 23, SE, Level 10",,bone ,Bison bison,1A,No,2270,15,Corrected,2270,15,-8.6,measured,,,AMS, ?15N 5.2,"Lohse, J. et al. 2014. A Precise chronology of Middle to Late Holocene bison exploitation in the far southern great plains. Journal of Texas Archaeology and History Vol 1:94-126",Lohse 2014,603466,3307482,14,NAD 83,Inland,CTx,3307482,603466,14,,
-97.69,30.63,Siren Site,41WM1126,Beta-250563,Feature 27,,Unidentified Charred Material,,1A,No,2270,40,Corrected,2270,40,-26.9,measured,2300,40,AMS,,"Carpenter and Houk, 2012; ""Siren Site Chronology: A Reconsideration of the Late Archaic to Late Prehistoric Temporal Sequence of Eastern Central Texas."" Bulletin of the Texas Archeological Society, Vol. 83/2012.",Carpenter 2012.pdf ,625450,3388846,14,NAD 83,Inland,CTx,3388846,625450,14,,
-97.93,29.89,Spring Lake site,41HY160,UCIAMS-87922,"Unit 4, Level 8",,bone ,Bison bison,1A,No,2275,15,Corrected,2275,15,-9.3,measured,,,AMS, ?15N 5.0,"Lohse, J. et al. 2014. A Precise chronology of Middle to Late Holocene bison exploitation in the far southern great plains. Journal of Texas Archaeology and History Vol 1:94-126",Lohse 2014,603466,3307482,14,NAD 83,Inland,CTx,3307482,603466,14,,
-96.1,29.68,Ernest Witte Site,41AU36,D-AMS 035154,"Burial 89, Group 2", ,Bone Collagen,Homo sp,1B,Yes,2280,26,Corrected,2280,26,0, ,0,0,AMS, ,Mauldin Database, ,780277,3286853,14,NAD 83,Riverine,TCP,3286853,780277,14,,
-99.45,27.34,The Boiler Site,41WB557,Beta-149762,"Block North, Unit 143, Depth 99-113cmbs, Feature No. 41", ,BR Organics, ,1A,No,2280,40,Corrected,2280,40,-25.1,Measured,2280,40,AMS,Catalog No. 1674-3-2a.�Beta sheets can be found in primary source.�,"Quigg et al, 2002. The Boiler Site (41WB557): Utilization of an Upland Setting Over the Last 4200 Years, Webb County, Texas.",Quigg 2002.pdf,455935,3024172,14,NAD 83,Inland,TCP,3024172,455935,14,,
-98.7,29.5,Culebra Creek,41BX126,NSRL-3563,"Backhoe Trench O, Feature 1.4",,wood charcoal,,1A,No,2280,60,Corrected,2280,60,-25.4,,2270,,,,,,528775,3263072,14,NAD 83,Inland,CTx,3263072,528775,14,,
-98.46,29.33,,41BX256,Beta-333065,TU 9 depth 50-80 Lot # 174.001,,charred material,,1A,No,2280,40,Corrected,2280,40,-24.6,,2270,,,,,,552750,3244313,14,NAD 83,Inland,CTx,3244313,552750,14,,
-99.23,30.76,,41MS99,Beta-417717,EU 43,,Bone,"bison femur frag, left distal",1A,No,2280,30,Corrected,2280,30,,,2100,30,AMS,,,,477784,3402563,14,NAD 83,Inland,CTx,3402563,477784,14,,
-97.5,30.49,Bessie Kruze,41WM13,Beta-94001,"33GH, feature 7, bottom of zone I",,Charcoal,charred wood,1A,No,2280,60,Corrected,2280,60,-26.7,measured,2300,60,AMS,,"Kelly Pertulla database, CARD.  Johnson 2000, life and death as seen at the Bessie Kruze site�",,643958,3374063,14,NAD 83,Inland,CTx,3374063,643958,14,,
-100.07,30.02,Varga ,41ED28,UGA-12711,"Fea.1, Blk. A, Unit N101/E50, 30-40 cm",,Charcoal,,1A,No,2290,40,Corrected,2290,40,-21.7,measured,2240,40,,,"Quigg, J. Michael, et al., 2008. The Varga Site: A Multicomponent, Stratified Campsite in the Canyonlands of Edwards County, Texas. TRC Enviromental Corporation, Austin, Texas. Technical Report No. 35319. ",Quigg 2008.pdf,397193,3321947,14,NAD 83,Inland,CTx,3321947,397193,14,,
-100.07,30.02,Varga ,41ED28,UGA-12716,"Blk. A, Unit N104/E56, 50-60 cm",,Bone,,1A,No,2290,40,Corrected,2290,40,-21.5,measured,2230,40,,,"Quigg, J. Michael, et al., 2008. The Varga Site: A Multicomponent, Stratified Campsite in the Canyonlands of Edwards County, Texas. TRC Enviromental Corporation, Austin, Texas. Technical Report No. 35319. ",Quigg 2008.pdf,397193,3321947,14,NAD 83,Inland,CTx,3321947,397193,14,,
-97.93,29.89,,41HY165,Beta-117967,"Unit 8, Level 9, Quad NW",,,,1A,No,2300,40,Corrected,2300,40,,,,,,,"Garber, J. Carol Leezer 2013. Prehistoric life along the banks of spring lake: Results and analysis of the Southwest Texas State Field schools (1996-1998) at 41 HY165, San Marcos, Hays County, Texas. Archaeological Studies report No 13",Garber 2013,603058,3307150,14,NAD 83,Inland,CTx,3307150,603058,14,,
-99.23,30.76,,41MS99,Beta-417735,Feature 13,,Charcoal,,1A,No,2300,30,Corrected,2300,30,,,2310,30,AMS,,,,477784,3402563,14,NAD 83,Inland,CTx,3402563,477784,14,,
-97.5,28.94,Smith Creek Bridge,41DW270,Beta- 118994,"Lot 381, Feature 11, top of Stratum III, unit N52, e102, Level 10", ,Charcoal, ,1A,No,2310,40,Corrected,2310,40,0, ,2330,40,AMS, ,"Hudler, Dale, Prillman, Keith, Gustavon, Thomas, 2002, The Smith Creek Bridge Site (41DW270) A Terrace Site in De Witt County, Texas, Studies in Archeology 35, Texas Archeology Research Laboratory",Hudler2002,646105,3202355,14,NAD 83,Inland,TCP,3202355,646105,14,,
-97.5,28.94,Smith Creek Bridge,41DW270,Beta-118994,"Lot 381, Feature 11, top of Stratum III, unit N52, e102, Level 10", ,Charcoal, ,1A,No,2310,40,Corrected,2310,40,0, ,2330,40,AMS, ,"Kelly Pertulla database, CARD.  Hudler, Dale, Prillman, Keith, Gustavon, Thomas, 2002, The Smith Creek Bridge Site (41DW270) A Terrace Site in De Witt County, Texas, Studies in Archeology 35, Texas Archeology Research Laboratory", ,646105,3202355,14,NAD 83,Inland,TCP,3202355,646105,14,,
-100.07,30.02,Varga ,41ED28,Beta-175403,"Fea. 1b, Blk. A, Unit N102/E50, 26-46 cm",,Charcoal,,1A,No,2310,40,Corrected,2310,40,-24.5,measured,2300,40,,,"Quigg, J. Michael, et al., 2008. The Varga Site: A Multicomponent, Stratified Campsite in the Canyonlands of Edwards County, Texas. TRC Enviromental Corporation, Austin, Texas. Technical Report No. 35319. ",Quigg 2008.pdf,397193,3321947,14,NAD 83,Inland,CTx,3321947,397193,14,,
-97.69,30.63,Siren Site,41WM1126,Beta-250571,Feature 36,,Unidentified Charred Material,,1A,No,2310,40,Corrected,2310,40,-27.7,measured,2350,40,AMS,,"Carpenter and Houk, 2012; ""Siren Site Chronology: A Reconsideration of the Late Archaic to Late Prehistoric Temporal Sequence of Eastern Central Texas."" Bulletin of the Texas Archeological Society, Vol. 83/2012.",Carpenter 2012.pdf ,625450,3388846,14,NAD 83,Inland,CTx,3388846,625450,14,,
-99.64,27.75, ,41WB314,Beta-107166,TU3,Campsite,Charred material, ,1A,No,2320,60,Corrected,2320,60,-25.3,Measured,2320,60,AMS,Geological survey not associated with site.,"Miller et al. 2000. Archaeological Investigations Along the Camino Columbia Toll Road, Webb County, Texas.",Miller 2000.pdf,436690,3069679,14,NAD 83,Inland,TCP,3069679,436690,14,,
-99.45,27.47,Cuatro Vientos,41WB441,Beta-222162,"Feature 1, Lot 8, 30-40cmbs",Rock-lined hearth,Burnt rock,Organic sediment,1A,No,2320,40,Corrected,2320,40,-21.4,Measured,2260,40,AMS,"""...each sample contained relatively abdundant wood charcoal, [that] was so intricately embedded in the matrix that it could not be seperated out."" pp. 4-1","Carpenter et al. 2010. Cuatro Vientos, A Reconsideration  of Seven Prehistoric Sites in the Lower Rio Grande Plains of South Texas.",Carpenter 2010.pdf,455773,3038706,14,NAD 83,Inland,TCP,3038706,455773,14,,
-99.78,30.48,Flatrock Road ,41KM69,UGA-14029,"Area 3, BHT6, Ab 1, 93cmbs",Hearth,Charcoal,,1A,No,2330,80,Corrected,2330,80,-24.07,measured,2310,80,AMS,Sample ID: 41KM69-312,"Thompson, Jennifer L. at al, 2012. Archeological Testing and Data Recovery at the Flatrock Road Site, 41KM69, Kimble County, Texas. Center for Archaeological Research, The University of Texas at San Antonio. Archaeological Report, No. 419. ",Thompson 2012.pdf,425417,3371981,14,NAD 83,Inland,CTx,3371981,425417,14,,
-97.69,30.63,Siren Site,41WM1126,Beta-250564,,,Wood Charcoal,Quercus,1A,No,2330,40,Corrected,2330,40,-24.7,measured,2330,40,AMS,,"Carpenter and Houk, 2012; ""Siren Site Chronology: A Reconsideration of the Late Archaic to Late Prehistoric Temporal Sequence of Eastern Central Texas."" Bulletin of the Texas Archeological Society, Vol. 83/2012.",Carpenter 2012.pdf ,625450,3388846,14,NAD 83,Inland,CTx,3388846,625450,14,,
-97.58,31.24,,41CV41,BETA-136830,"Unit #4, Feature #5, Depth 92cm",HEARTH,CHARCOAL,,1A,No,2340,50,Corrected,2340,50,-25,estimated,,,AMS,,Fort Hood Database,,634988,3456933,14,NAD 83,Inland,CTx,3456933,634988,14,,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 029400,Burial 159,Burial,Bone Collagen,Homo sp,1B,Yes,2342,24,Corrected,2342,24,0, ,0,0,AMS, ,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-97.01,28.71,Morhiss Site,41VT1,Beta-231614,"Burial 45, acc. 203",Burial,Bone collagen,Human,1B,Yes,2350,40,Corrected,2350,40,-17.1,Measured,0,0,AMS, ,"Hard and Katzenberg; 2011; Stable Isotope Study of Hunter-Gatherer-Fisher Diet, Mobility, and Intensification on the Texas Gulf Coast Plai; American Antiquity 76(4)", ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-98.35,29.71,Hitzfelder Cave,41BX26,D-AMS-1206-107,,,bone collagen,,1B,Yes,2351,37,Corrected,2351,37,-15.4,,2365,,,,,,562545,3287282,14,NAD 83,Inland,CTx,3287282,562545,14,,
-98.09,30.38,Punkinseed Shelter,41TV48,TX-7,"from Square 100, 0.5 to 1.0 ft below surface",Rockshelter,charcoal,,1A,No,2355,185,Raw,,,,,2355,185,,"Punkinseed A, Associated with Scallorn points, another portion of this sample was  dated as TX-75, 920+/- 200. Date of TX-75 fits the cultural period. Not TX-7 ","Stipp, J.J., E. Davis, J. Noakes, T. Hoover. 1962. University of Texas Radiocarbon Dates 1. Radiocarbon Dating Laboratory, Balcones Research Center, University of Texas, Austin, Texas. Vol 4:43-50",Stipp 1962,587645,3360717,14,NAD 83,Inland,CTx,3360717,587645,14,,
-99.23,30.76,,41MS99,Beta-417730,Feature 29,,Charcoal,,1A,No,2360,30,Corrected,2360,30,,,2390,30,AMS,,,,477784,3402563,14,NAD 83,Inland,CTx,3402563,477784,14,,
-97.84,30.41,Cherry Tree Shelter,41TV933,TX-5258,Feature 16 ,,,,1A,No,2360,130,Corrected,2360,130,,,,,Radiometric,,"Kotter, S. (1985). Cherry Tree Shelter: Excavation of a stratified Late Archaic and Neoarchaic Rockshelter, Travis County, Texas. Texas Archeological Survey Research Report 92.",Kotter 1985,611427,3364365,14,NAD 83,Inland,CTx,3364365,611427,14,,
-94.71,29.86,The Eagle's Ridge Site,41CH252,Beta-84030,"Unit 13, Stratum 2b", ,Bone, ,1A,,2370,30,Corrected,2370,30,-6.9,measured,0,0, , ,"Costa Database, 2018", ,334955,3304452,15,NAD 83,Coastal,TCP,3304452,334955,15,,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 029394,Burial 160,Burial,Bone Collagen,Homo sp,1B,Yes,2374,24,Corrected,2374,24,0, ,0,0,AMS, ,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-97.81,31.22,,41CV97,TX-8189,"Unit #10, Feature #18, Depth 300-310cm",OVAL OXIDIZED AREA (NATURAL OCCURRENCE IN SITU BURNED TOOD/STUMP),CHARCOAL/SOIL,,1A,No,2376,63,Corrected,2376,63,-24.9,measured,,,,,Fort Hood Database,,613587,3455076,14,NAD 83,Inland,CTx,3455076,613587,14,,
-97.34,27.72, ,41NU2,D-AMS 030221,Burial 6, ,Bone Collagen,Homo sp,1B,Yes,2395,29,Corrected,2395,29,0, ,0,0,AMS, ,Mauldin Database, ,663989,3066946,14,NAD 83,Coastal,TCP,3066946,663989,14,,
-95.07,29.73,Redtail Site,41HR581,Beta-29092,Below Feature 18, ,Charcoal, ,1A,No,2400,140,Raw,0,0,0, ,2400,140, ,Corrected age not provided,"Gadus, Eloise F., Margaret Ann Howard; 1990; Hunter-Fisher-Gatherers on the Upper Texas Coast: Archeological Investigations at the Peggy Lake Disposal Area, Harris County, Texas; Reports of Investigations, Number 74; Prewitt and Associates Inc.","Gadus, 1990.pdf",300065,3290819,15,NAD 83,Coastal,TCP,3290819,300065,15,,
-97.61,31.13,,41BL155,BETA-87635,,HEARTH,CHARCOAL,,1A,No,2400,60,Corrected,2400,60,-22.7,measured,,,AMS,,Fort Hood Database,,632384,3445201,14,NAD 83,Inland,CTx,3445201,632384,14,,
-97.69,30.63,Siren Site,41WM1126,Beta-299318,Feature 31,,,Liliaceae bulb,1A,No,2400,30,Corrected,2400,30,-23.3,measured,2370,30,AMS,,"Carpenter and Houk, 2012; ""Siren Site Chronology: A Reconsideration of the Late Archaic to Late Prehistoric Temporal Sequence of Eastern Central Texas."" Bulletin of the Texas Archeological Society, Vol. 83/2012.",Carpenter 2012.pdf ,625450,3388846,14,NAD 83,Inland,CTx,3388846,625450,14,,
-97.28,30.54,,41WM763,D-AMS-28900,,,Bone,bison collagen,1A,No,2400,40,Corrected,2400,40,-5.5,measured,,,AMS,,"Kelly Pertulla database, CARD.  Tim Perttula, pers com., 2018",,665399,3379336,14,NAD 83,Inland,CTx,3379336,665399,14,,
-99.33,30.66,Slippery Slope ,41MS69,UGA-14102,"Zone 3, Horizon BK, 36-130 cmbs, Unit 3",Ash filled basin hearth,Charcoal,,1A,No,2410,40,Corrected,2410,40,,,,,AMS,Geoarcheological testing. No raw age given.,"Quigg, J. Michael, et al., 2015. Eligibility Assessment of the Slippery Slope Site (41MS69) in TxDOT Right-of-Way in Mason County, Texas. TRC Enviromental Corporation, TRC Technical Report Nos. 43252 (106895) and 211462. ",Quigg 2015-2.pdf,468668,3391982,14,NAD 83,Inland,CTx,3391982,468668,14,,
-97.93,29.89,Spring Lake site,41HY160,UCIAMS-106470,"Unit 3, Level 14",,bone ,Bison bison,1A,No,2415,20,Corrected,2415,20,-14.5,measured,,,AMS, ?15N 7.4,"Lohse, J. et al. 2014. A Precise chronology of Middle to Late Holocene bison exploitation in the far southern great plains. Journal of Texas Archaeology and History Vol 1:94-126",Lohse 2014,603466,3307482,14,NAD 83,Inland,CTx,3307482,603466,14,,
-98.18,28.52,Loma Sandia,41LK28,Beta-13072,"Feature 11-G, Area A, N20-22 W2-4, L.14", ,Wood charcoal, ,1A,No,2420,90,Raw,0,0,0, ,2420,90, ,Corrected age not given,"Taylor, Anna Jean, Highley, Cheryl Lynn, 1995, Acheological Investigations at the Loma Sandia Site (41LK28) A Prehistoric Cemetery and Campsite in Live Oak County, Texas, Volume 2, Studies in Archeology 20, Texas Archeological Research Laboratory, The Un",Taylor1995,580400,3154909,14,NAD 83,Riverine,TCP,3154909,580400,14,,
-98.8,29.65,Jonas Terrace Site,41ME29,Beta-62339/ETH-10478,"Burned-rock Midden Area Soil Column IV, Stratum 4, 0-10cm", ,charcoal, ,1A,No,2420,60,Corrected,2420,60,-28.3,measured,0,0,AMS,From exposed surface occupation on top of BRM, Delta 13c based on estimate for botanical use and not used for correction,"Johnson, LeRoy; 1995; Past Cultures and Climates at the Jonas Terrace Site, 41ME29 of Medina County, Texas; Office of the State Archaeologist, Report 40; Texas Department of Transportation and Texas Historical Commision","LeRoy, 1995.pdf",518920,3279533,14,NAD 83,Inland,CTx,3279533,518920,14,
-98.56,29.75,Cibolo Crossing,41BX377,Beta-131840,N999 E994 (100.15-100.10m) Feature 16,,charred material,,1A,No,2422,40,Corrected,2422,40,-26.1,,2440,,,,,,542609,3291269,14,NAD 83,Inland,CTx,3291269,542609,14,,
-97.31,30.28, ,41BP485,Beta-183896,90-100 cmbs, ,Charcoal, ,1A,No,2430,40,Corrected,2430,40,-24.8,measured,0,0,AMS, ,"Kelly Pertulla database, CARD.  Lohse and Bousman�2006", ,662196,3351213,14,NAD 83,Inland,TCP,3351213,662196,14,,
-98.48,29.55,,41BX947,Beta-80059,"A011, Trench 6",,wood charcoal,,1A,No,2430,60,Corrected,2430,60,-24.9,,2430,,,,,,549957,3269474,14,NAD 83,Inland,CTx,3269474,549957,14,,
-97.93,29.89,,41HY165,UCIAMS-84278,"Unit 3, Level 9, Quad SW, Depth 75-85 cm",,hardwood,,1A,No,2435,20,Corrected,2435,20,,,,,AMS,Field number 165-126-9,"Garber, J. Carol Leezer 2013. Prehistoric life along the banks of spring lake: Results and analysis of the Southwest Texas State Field schools (1996-1998) at 41 HY165, San Marcos, Hays County, Texas. Archaeological Studies report No 13",Garber 2013,603058,3307150,14,NAD 83,Inland,CTx,3307150,603058,14,,
-97.93,29.89,,41HY165,UCIAMS-84282,"Unit 8, Level 4, Quad SE, Depth 25-35 cm",,hardwood,Ulmus,1A,No,2435,20,Corrected,2435,20,,,,,AMS,Field number 165-291-5,"Garber, J. Carol Leezer 2013. Prehistoric life along the banks of spring lake: Results and analysis of the Southwest Texas State Field schools (1996-1998) at 41 HY165, San Marcos, Hays County, Texas. Archaeological Studies report No 13",Garber 2013,603058,3307150,14,NAD 83,Inland,CTx,3307150,603058,14,,
-97.34,27.72,Cayo del Oso,41NU2,Beta-235835,"Feature 10, shell concentration type 1", ,Charcoal, ,1A,No,2440,40,Corrected,2440,40,-23.9,measured,2420,40,AMS, ,"Kelly Pertulla database, CARD.  Meissner et al. 2009, The Cayo del Oso Site (41NU2)�", ,663989,3066946,14,NAD 83,Coastal,TCP,3066946,663989,14,,
-97.88,31.29,,41CV1549,BETA-87656,"Unit #3, Feature #3, Depth 150-162cm",HEARTH,CHARCOAL,,1A,No,2440,60,Corrected,2440,60,-27,measured,,,AMS,,Fort Hood Database,,606805,3461760,14,NAD 83,Inland,CTx,3461760,606805,14,,
-97.85,31.21,,41CV984,Beta-281901,Feature 4,,Charcoal,,1A,No,2440,40,Corrected,2440,40,-28,measured,,,AMS,,CARD March 2020 Database,,609783,3453981,14,NAD 83,Inland,CTx,3453981,609783,14,,
-97.5,30.49,Bessie Kruze,41WM13,Beta-94000,"4H, feature 6, top zone II",,Other,organic material on rock,1A,No,2440,40,Corrected,2440,40,-20.2,measured,2360,40,AMS,,"Kelly Pertulla database, CARD.  Johnson 2000, life and death as seen at the Bessie Kruze site�",,643958,3374063,14,NAD 83,Inland,CTx,3374063,643958,14,,
-98.45,29.33,,41BX1785,D-AMS 008345,Fea 14,,assume C3,,1A,No,2445,24,Corrected,2445,24,-24.3,,2450,,,,,,553065,3244174,14,NAD 83,Inland,CTx,3244174,553065,14,,
-98.46,29.33,,41BX256,D-AMS 008492,"Fea 33, Sample 11 TU10 from Zone 2",,assume C3,,1A,No,2447,36,Corrected,2447,36,-26,,2438,,,,,,552750,3244313,14,NAD 83,Inland,CTx,3244313,552750,14,,
-98.27,28.48, ,41LK201,Tx-4665,"Units N491 E1043, Level 12, Feature 5, Elevation: 97.65-99.55 m, Lot 521", ,Wood charcoal, ,1A,No,2450,60,Raw,0,0,0, ,2450,60, ,MASCA Correction: 2430,"Highley, Cheryl Lynn, DeMarcay, Gary B., Steele, D. Gentry, 1986, Archaeological Investigations at 41LK201, Choke Canyon Reservoir, Southern Texas, Center for Archaeological Research, The University of Texas at San Antonio, Choke Canyon Series: Volume 11",Highley1986,571232,3151093,14,NAD 83,Riverine,TCP,3151093,571232,14,,
-97.34,27.72,Cayo del Oso,41NU2,Beta-235834,Feature 137, ,Charcoal, ,1A,No,2450,40,Corrected,2450,40,-24.1,measured,2440,40,AMS, ,"Kelly Pertulla database, CARD.  Meissner et al. 2009, The Cayo del Oso Site (41NU2)�", ,663989,3066946,14,NAD 83,Coastal,TCP,3066946,663989,14,,
-99.53,27.59,Site 41WB416,41WB416,Beta-110687,BHT-1,Hearth,Charcoal, ,1A,No,2450,40,Corrected,2450,40,-25.8,Measured,0,0,AMS �,No raw age given.,"McCulloch and Warren 1998. A Report on the Limited Nnational Register Testing of Site 41WB416, Laredo, Texas.�",McCulloch and Warren 1998.pdf,447670,3051500,14,NAD 83,Inland,TCP,3051500,447670,14,,
-98.46,29.33,,41BX256,Beta-260897,"Unit 14/15, 452cmbs",,charred material,,1A,No,2450,40,Corrected,2450,40,-24.9,,2450,,,,,,552750,3244313,14,NAD 83,Inland,CTx,3244313,552750,14,,
-97.01,28.71,Morhiss Site,41VT1,D-AMS 034697,Burial 4b, ,Bone Collagen,Homo sp,1B,Yes,2455,24,Corrected,2455,24,0, ,0,0,AMS, ,Mauldin Database, ,694052,3177884,14,NAD 83,Riverine,TCP,3177884,694052,14,,
-97.61,31.17,,41BL755,BETA-75169,,,CHARCOAL,,1A,No,2460,60,Corrected,2460,60,-26.1,measured,,,,,Fort Hood Database,,632913,3448808,14,NAD 83,Inland,CTx,3448808,632913,14,,
-97.88,31.24,,41CV1138,BETA-102100,"Unit #3, Feature #1, Depth 38cm",HEARTH,CHARCOAL,,1A,No,2460,40,Corrected,2460,40,-25.8,measured,,,AMS,,Fort Hood Database,,607019,3456280,14,NAD 83,Inland,CTx,3456280,607019,14,,
-97.84,31.22,Fort Hood sites,41CV594,Beta-343284,Feature 2C,,Charcoal,Quercus sp. ,1A,No,2460,30,Corrected,2460,30,-26.2,measured,,,AMS,,CARD March 2020 Database,,610089,3454956,14,NAD 83,Inland,CTx,3454956,610089,14,,
-97.93,29.89,Spring Lake site,41HY160,UCIAMS-87920,"Unit 1, Level 2",,bone ,Bison bison,1A,No,2460,15,Corrected,2460,15,-8.2,measured,,,AMS, ?15N 6.0,"Lohse, J. et al. 2014. A Precise chronology of Middle to Late Holocene bison exploitation in the far southern great plains. Journal of Texas Archaeology and History Vol 1:94-126",Lohse 2014,603466,3307482,14,NAD 83,Inland,CTx,3307482,603466,14,,
-97.93,29.89,,41HY165,UCIAMS-81004,"Unit 3, Level 2, Quad NW, Depth 5-15 cm",,Premolar,Bison bison,1A,No,2460,25,Corrected,2460,25,-9,measured,,,AMS,"Field number 165-131-5, Premolar 2, ?15N 5.1","Garber, J. Carol Leezer 2013. Prehistoric life along the banks of spring lake: Results and analysis of the Southwest Texas State Field schools (1996-1998) at 41 HY165, San Marcos, Hays County, Texas. Archaeological Studies report No 13",Garber 2013,603058,3307150,14,NAD 83,Inland,CTx,3307150,603058,14,,
